invoice_id,client_id,client_industry,invoice_amount,payment_terms_days,invoice_day_of_week,invoice_day_of_month,invoice_month,days_since_invoice_sent,client_avg_days_to_pay,client_late_payment_rate,client_total_invoices_before_this,amount_vs_client_avg,is_repeat_client,payment_status
INV-11632,CL-1031,Development,99100.0,15,4,8,10,87,24.2,0.05,32,0.73,True,very_late
INV-11633,CL-1032,Marketing,30300.0,45,6,27,12,84,53.0,0.167,32,1.26,True,very_late
INV-11634,CL-1033,Consulting,257400.0,30,5,23,7,53,27.6,0.05,32,0.74,True,late
INV-11635,CL-1034,Photography,156200.0,45,5,24,6,60,19.3,0.05,32,1.08,True,on_time
INV-11636,CL-1035,Copywriting,200300.0,15,4,7,5,88,21.7,0.05,32,0.93,True,very_late
INV-11637,CL-1036,Design,476500.0,45,3,5,3,25,25.6,0.05,32,1.36,True,on_time
INV-11638,CL-1037,Development,104500.0,30,0,26,7,63,22.7,0.05,32,0.73,True,late
INV-11639,CL-1038,Marketing,337400.0,15,4,2,1,45,26.1,0.05,32,1.51,True,late
INV-11640,CL-1039,Consulting,41100.0,30,5,6,3,64,38.9,0.167,32,1.03,True,very_late
INV-11641,CL-1040,Photography,35500.0,15,2,14,2,79,23.9,0.05,32,0.74,True,very_late
INV-11642,CL-1041,Copywriting,86600.0,45,1,16,5,43,45.7,0.167,32,0.47,True,on_time
INV-11643,CL-1042,Design,74100.0,15,6,18,5,19,34.7,0.167,32,0.58,True,on_time
INV-11644,CL-1043,Development,121200.0,45,4,22,2,90,18.1,0.05,32,0.89,True,very_late
INV-11645,CL-1044,Marketing,128400.0,30,6,15,2,13,46.2,0.167,32,0.8,True,on_time
INV-11646,CL-1045,Consulting,118300.0,45,6,28,2,71,17.3,0.05,32,1.64,True,late
INV-11647,CL-1046,Photography,37500.0,15,1,21,2,26,63.5,0.833,32,1.56,True,very_late
INV-11648,CL-1047,Copywriting,78700.0,15,5,10,12,56,17.9,0.05,32,0.66,True,very_late
INV-11649,CL-1048,Design,417200.0,30,5,28,2,19,22.9,0.05,32,1.8,True,on_time
INV-11650,CL-1049,Development,233800.0,30,6,5,2,25,19.1,0.05,32,0.67,True,on_time
INV-11651,CL-1000,Design,27000.0,30,6,25,1,31,23.0,0.05,33,1.12,True,on_time
INV-11652,CL-1001,Development,129500.0,30,2,10,9,21,14.4,0.05,33,1.08,True,on_time
INV-11653,CL-1002,Marketing,82300.0,30,5,25,7,46,17.9,0.05,33,1.47,True,on_time
INV-11654,CL-1003,Consulting,125300.0,15,1,25,9,53,17.1,0.05,33,1.2,True,very_late
INV-11655,CL-1004,Photography,74100.0,15,6,14,7,52,56.0,0.167,33,1.85,True,very_late
INV-11656,CL-1005,Copywriting,26400.0,45,6,22,6,3,23.5,0.05,33,0.66,True,on_time
INV-11657,CL-1006,Design,182600.0,15,5,26,9,8,58.4,0.333,33,2.08,True,very_late
INV-11658,CL-1007,Development,98700.0,30,3,25,3,55,33.0,0.167,33,0.88,True,late
INV-11659,CL-1008,Marketing,204100.0,15,5,21,3,73,19.9,0.05,33,0.98,True,very_late
INV-11660,CL-1009,Consulting,94800.0,45,5,26,11,66,14.4,0.05,33,1.48,True,late
INV-11661,CL-1010,Photography,68500.0,30,3,22,12,70,48.3,0.9,33,1.07,True,very_late
INV-11662,CL-1011,Copywriting,41900.0,45,5,11,6,1,21.1,0.05,33,0.58,True,on_time
INV-11663,CL-1012,Design,94200.0,45,4,5,12,51,14.4,0.05,33,1.47,True,on_time
INV-11664,CL-1013,Development,24000.0,15,4,20,10,83,67.0,0.9,33,1.0,True,very_late
INV-11665,CL-1014,Marketing,109200.0,30,6,26,11,51,23.1,0.05,33,0.68,True,late
INV-11666,CL-1015,Consulting,121200.0,30,0,2,9,42,21.6,0.05,33,1.38,True,on_time
INV-11667,CL-1016,Photography,139600.0,45,5,5,9,69,17.1,0.05,33,1.75,True,late
INV-11668,CL-1017,Copywriting,39200.0,15,4,18,5,66,22.2,0.05,33,1.63,True,very_late
INV-11669,CL-1018,Design,99200.0,45,1,1,1,69,25.3,0.05,33,0.62,True,late
INV-11670,CL-1019,Development,28600.0,15,6,25,5,54,45.1,0.9,33,1.19,True,very_late
INV-11671,CL-1020,Marketing,368700.0,15,5,2,6,33,25.3,0.05,33,1.28,True,on_time
INV-11672,CL-1021,Consulting,67000.0,30,0,2,11,15,55.5,0.5,33,0.7,True,very_late
INV-11673,CL-1022,Photography,17100.0,45,5,1,8,43,18.8,0.05,33,0.71,True,on_time
INV-11674,CL-1023,Copywriting,79700.0,45,4,19,12,80,16.2,0.05,33,0.91,True,late
INV-11675,CL-1024,Design,284100.0,45,1,12,5,36,27.4,0.05,33,1.27,True,on_time
INV-11676,CL-1025,Development,120100.0,45,4,22,3,48,18.7,0.05,33,0.83,True,on_time
INV-11677,CL-1026,Marketing,195200.0,15,0,11,9,74,15.3,0.05,33,1.16,True,very_late
INV-11678,CL-1027,Consulting,13000.0,30,3,4,3,54,46.5,0.833,33,0.81,True,late
INV-11679,CL-1028,Photography,246700.0,15,0,2,7,16,25.9,0.05,33,1.03,True,on_time
INV-11680,CL-1029,Copywriting,187800.0,30,0,12,11,67,22.5,0.05,33,1.17,True,very_late
INV-11681,CL-1030,Design,233800.0,45,4,25,7,33,25.3,0.05,33,0.67,True,on_time
INV-11682,CL-1031,Development,72600.0,45,3,15,12,62,24.2,0.05,33,0.53,True,on_time
INV-11683,CL-1032,Marketing,18700.0,30,6,6,3,64,53.0,0.167,33,0.78,True,very_late
INV-11684,CL-1033,Consulting,291200.0,45,3,5,12,65,27.6,0.05,33,0.83,True,on_time
INV-11685,CL-1034,Photography,165700.0,15,5,7,8,60,19.3,0.05,33,1.15,True,late
INV-11686,CL-1035,Copywriting,210200.0,15,4,12,2,77,21.7,0.05,33,0.97,True,very_late
INV-11687,CL-1036,Design,500000.0,15,0,12,10,37,25.6,0.05,33,1.43,True,very_late
INV-11688,CL-1037,Development,79900.0,15,0,12,5,47,22.7,0.05,33,0.55,True,late
INV-11689,CL-1038,Marketing,203100.0,30,0,26,3,18,26.1,0.05,33,0.91,True,on_time
INV-11690,CL-1039,Consulting,47700.0,30,0,10,5,27,38.9,0.167,33,1.19,True,on_time
INV-11691,CL-1040,Photography,102400.0,45,3,1,2,70,23.9,0.05,33,2.13,True,late
INV-11692,CL-1041,Copywriting,198200.0,15,3,16,10,39,45.7,0.167,33,1.08,True,late
INV-11693,CL-1042,Design,188500.0,30,6,13,8,77,34.7,0.167,33,1.47,True,very_late
INV-11694,CL-1043,Development,102200.0,15,4,21,8,57,18.1,0.05,33,0.75,True,very_late
INV-11695,CL-1044,Marketing,216300.0,15,6,24,6,11,46.2,0.167,33,1.35,True,on_time
INV-11696,CL-1045,Consulting,41500.0,45,4,14,7,29,17.3,0.05,33,0.58,True,on_time
INV-11697,CL-1046,Photography,23400.0,30,4,2,11,56,63.5,0.833,33,0.97,True,very_late
INV-11698,CL-1047,Copywriting,239300.0,45,0,28,3,90,17.9,0.05,33,1.99,True,late
INV-11699,CL-1048,Design,276900.0,45,6,25,12,39,22.9,0.05,33,1.19,True,on_time
INV-11700,CL-1049,Development,500000.0,15,5,18,2,24,19.1,0.05,33,1.43,True,on_time
INV-11701,CL-1000,Design,28500.0,45,4,25,1,72,23.0,0.05,34,1.19,True,late
INV-11702,CL-1001,Development,128500.0,30,4,1,2,84,14.4,0.05,34,1.07,True,very_late
INV-11703,CL-1002,Marketing,65200.0,15,0,9,4,31,17.9,0.05,34,1.16,True,on_time
INV-11704,CL-1003,Consulting,132000.0,45,3,3,9,77,17.1,0.05,34,1.27,True,late
INV-11705,CL-1004,Photography,37000.0,45,0,16,1,43,56.0,0.167,34,0.93,True,on_time
INV-11706,CL-1005,Copywriting,31600.0,30,0,28,9,40,23.5,0.05,34,0.79,True,on_time
INV-11707,CL-1006,Design,176700.0,15,0,4,9,21,58.4,0.333,34,2.01,True,very_late
INV-11708,CL-1007,Development,92400.0,15,2,25,2,19,33.0,0.167,34,0.82,True,on_time
INV-11709,CL-1008,Marketing,279200.0,30,5,6,1,78,19.9,0.05,34,1.34,True,very_late
INV-11710,CL-1009,Consulting,40700.0,15,0,23,1,38,14.4,0.05,34,0.64,True,late
INV-11711,CL-1010,Photography,51700.0,30,1,14,6,33,48.3,0.9,34,0.81,True,very_late
INV-11712,CL-1011,Copywriting,83600.0,15,0,7,4,76,21.1,0.05,34,1.16,True,very_late
INV-11713,CL-1012,Design,34400.0,30,4,25,9,49,14.4,0.05,34,0.54,True,on_time
INV-11714,CL-1013,Development,26200.0,30,0,11,8,70,67.0,0.9,34,1.09,True,very_late
INV-11715,CL-1014,Marketing,186900.0,30,0,14,11,29,23.1,0.05,34,1.17,True,on_time
INV-11716,CL-1015,Consulting,103600.0,15,2,18,10,86,21.6,0.05,34,1.18,True,late
INV-11717,CL-1016,Photography,96000.0,45,5,26,3,38,17.1,0.05,34,1.2,True,on_time
INV-11718,CL-1017,Copywriting,53200.0,30,0,28,11,64,22.2,0.05,34,2.22,True,late
INV-11719,CL-1018,Design,195600.0,15,2,18,3,31,25.3,0.05,34,1.22,True,on_time
INV-11720,CL-1019,Development,15300.0,30,4,15,1,0,45.1,0.9,34,0.64,True,late
INV-11721,CL-1020,Marketing,303000.0,45,2,21,3,0,25.3,0.05,34,1.05,True,on_time
INV-11722,CL-1021,Consulting,100900.0,30,2,20,5,87,55.5,0.5,34,1.05,True,very_late
INV-11723,CL-1022,Photography,30600.0,30,6,21,4,74,18.8,0.05,34,1.27,True,very_late
INV-11724,CL-1023,Copywriting,84600.0,30,0,6,12,68,16.2,0.05,34,0.96,True,very_late
INV-11725,CL-1024,Design,195600.0,30,0,13,12,15,27.4,0.05,34,0.87,True,on_time
INV-11726,CL-1025,Development,121800.0,45,4,9,7,26,18.7,0.05,34,0.85,True,on_time
INV-11727,CL-1026,Marketing,160700.0,30,5,11,11,33,15.3,0.05,34,0.96,True,on_time
INV-11728,CL-1027,Consulting,5700.0,45,3,9,4,84,46.5,0.833,34,0.36,True,very_late
INV-11729,CL-1028,Photography,351300.0,30,1,15,10,42,25.9,0.05,34,1.46,True,very_late
INV-11730,CL-1029,Copywriting,161100.0,45,1,21,1,77,22.5,0.05,34,1.01,True,late
INV-11731,CL-1030,Design,500000.0,15,5,6,7,71,25.3,0.05,34,1.43,True,very_late
INV-11732,CL-1031,Development,143700.0,45,3,25,7,68,24.2,0.05,34,1.06,True,late
INV-11733,CL-1032,Marketing,25500.0,45,5,3,9,3,53.0,0.167,34,1.06,True,on_time
INV-11734,CL-1033,Consulting,303000.0,45,3,22,2,45,27.6,0.05,34,0.87,True,on_time
INV-11735,CL-1034,Photography,122800.0,30,6,20,6,49,19.3,0.05,34,0.85,True,on_time
INV-11736,CL-1035,Copywriting,209200.0,45,0,4,8,47,21.7,0.05,34,0.97,True,on_time
INV-11737,CL-1036,Design,356500.0,30,0,8,12,2,25.6,0.05,34,1.02,True,on_time
INV-11738,CL-1037,Development,112000.0,45,5,12,4,11,22.7,0.05,34,0.78,True,on_time
INV-11739,CL-1038,Marketing,315400.0,45,2,26,12,28,26.1,0.05,34,1.41,True,on_time
INV-11740,CL-1039,Consulting,59900.0,30,2,2,5,63,38.9,0.167,34,1.5,True,late
INV-11741,CL-1040,Photography,43200.0,45,4,7,1,25,23.9,0.05,34,0.9,True,on_time
INV-11742,CL-1041,Copywriting,162100.0,45,3,4,5,72,45.7,0.167,34,0.88,True,late
INV-11743,CL-1042,Design,89900.0,15,4,7,11,72,34.7,0.167,34,0.7,True,very_late
INV-11744,CL-1043,Development,232300.0,45,4,6,2,75,18.1,0.05,34,1.71,True,late
INV-11745,CL-1044,Marketing,115800.0,15,1,9,10,29,46.2,0.167,34,0.72,True,on_time
INV-11746,CL-1045,Consulting,64200.0,45,6,9,4,86,17.3,0.05,34,0.89,True,late
INV-11747,CL-1046,Photography,28600.0,45,5,18,10,32,63.5,0.833,34,1.19,True,very_late
INV-11748,CL-1047,Copywriting,143500.0,30,0,14,11,86,17.9,0.05,34,1.2,True,very_late
INV-11749,CL-1048,Design,308600.0,15,6,11,7,52,22.9,0.05,34,1.33,True,very_late
INV-11750,CL-1049,Development,328300.0,45,4,15,8,46,19.1,0.05,34,0.94,True,on_time
INV-11751,CL-1000,Design,36300.0,15,5,8,1,35,23.0,0.05,35,1.51,True,on_time
INV-11752,CL-1001,Development,121900.0,45,3,11,1,50,14.4,0.05,35,1.02,True,on_time
INV-11753,CL-1002,Marketing,47000.0,15,4,26,1,28,17.9,0.05,35,0.84,True,on_time
INV-11754,CL-1003,Consulting,116400.0,30,0,8,4,21,17.1,0.05,35,1.12,True,on_time
INV-11755,CL-1004,Photography,47700.0,15,5,21,2,3,56.0,0.167,35,1.19,True,on_time
INV-11756,CL-1005,Copywriting,61300.0,15,4,26,11,42,23.5,0.05,35,1.53,True,late
INV-11757,CL-1006,Design,160200.0,15,0,16,4,43,58.4,0.333,35,1.82,True,late
INV-11758,CL-1007,Development,130400.0,30,4,26,4,9,33.0,0.167,35,1.16,True,on_time
INV-11759,CL-1008,Marketing,157400.0,45,3,25,2,80,19.9,0.05,35,0.76,True,late
INV-11760,CL-1009,Consulting,100200.0,15,0,2,1,48,14.4,0.05,35,1.57,True,late
INV-11761,CL-1010,Photography,76300.0,45,0,26,3,7,48.3,0.9,35,1.19,True,on_time
INV-11762,CL-1011,Copywriting,51400.0,30,0,10,10,80,21.1,0.05,35,0.71,True,very_late
INV-11763,CL-1012,Design,52200.0,15,5,2,9,6,14.4,0.05,35,0.82,True,on_time
INV-11764,CL-1013,Development,22400.0,30,3,4,10,52,67.0,0.9,35,0.93,True,very_late
INV-11765,CL-1014,Marketing,84300.0,45,6,22,10,1,23.1,0.05,35,0.53,True,on_time
INV-11766,CL-1015,Consulting,148600.0,30,6,14,10,79,21.6,0.05,35,1.69,True,very_late
INV-11767,CL-1016,Photography,77200.0,45,5,26,1,58,17.1,0.05,35,0.96,True,on_time
INV-11768,CL-1017,Copywriting,50000.0,45,1,4,2,1,22.2,0.05,35,2.08,True,on_time
INV-11769,CL-1018,Design,202900.0,15,4,26,4,73,25.3,0.05,35,1.27,True,very_late
INV-11770,CL-1019,Development,23600.0,45,2,12,7,61,45.1,0.9,35,0.98,True,late
INV-11771,CL-1020,Marketing,323400.0,30,1,8,3,5,25.3,0.05,35,1.12,True,very_late
INV-11772,CL-1021,Consulting,130600.0,30,4,14,9,83,55.5,0.5,35,1.36,True,very_late
INV-11773,CL-1022,Photography,38900.0,30,4,18,3,18,18.8,0.05,35,1.62,True,on_time
INV-11774,CL-1023,Copywriting,111900.0,45,2,10,6,1,16.2,0.05,35,1.27,True,on_time
INV-11775,CL-1024,Design,151800.0,45,5,5,1,30,27.4,0.05,35,0.68,True,on_time
INV-11776,CL-1025,Development,119600.0,45,6,2,7,44,18.7,0.05,35,0.83,True,on_time
INV-11777,CL-1026,Marketing,189700.0,15,5,7,2,43,15.3,0.05,35,1.13,True,late
INV-11778,CL-1027,Consulting,8400.0,30,5,23,8,76,46.5,0.833,35,0.53,True,late
INV-11779,CL-1028,Photography,300300.0,45,4,11,10,38,25.9,0.05,35,1.25,True,on_time
INV-11780,CL-1029,Copywriting,153800.0,15,0,15,1,63,22.5,0.05,35,0.96,True,very_late
INV-11781,CL-1030,Design,379700.0,15,5,8,12,29,25.3,0.05,35,1.08,True,on_time
INV-11782,CL-1031,Development,63200.0,15,1,16,12,42,24.2,0.05,35,0.46,True,late
INV-11783,CL-1032,Marketing,33600.0,30,1,13,3,0,53.0,0.167,35,1.4,True,on_time
INV-11784,CL-1033,Consulting,379200.0,15,2,1,9,14,27.6,0.05,35,1.08,True,on_time
INV-11785,CL-1034,Photography,155800.0,30,1,21,10,46,19.3,0.05,35,1.08,True,very_late
INV-11786,CL-1035,Copywriting,194600.0,15,1,7,5,22,21.7,0.05,35,0.9,True,on_time
INV-11787,CL-1036,Design,391600.0,30,5,6,6,70,25.6,0.05,35,1.12,True,very_late
INV-11788,CL-1037,Development,92300.0,15,0,6,5,12,22.7,0.05,35,0.64,True,very_late
INV-11789,CL-1038,Marketing,167400.0,45,1,13,11,14,26.1,0.05,35,0.75,True,on_time
INV-11790,CL-1039,Consulting,30100.0,15,2,15,4,47,38.9,0.167,35,0.75,True,late
INV-11791,CL-1040,Photography,101000.0,45,1,17,10,55,23.9,0.05,35,2.1,True,on_time
INV-11792,CL-1041,Copywriting,360300.0,15,0,5,3,24,45.7,0.167,35,1.96,True,late
INV-11793,CL-1042,Design,131200.0,30,5,12,6,76,34.7,0.167,35,1.02,True,very_late
INV-11794,CL-1043,Development,106600.0,45,1,2,10,75,18.1,0.05,35,0.78,True,late
INV-11795,CL-1044,Marketing,246900.0,45,2,26,3,41,46.2,0.167,35,1.54,True,on_time
INV-11796,CL-1045,Consulting,104600.0,45,6,9,3,65,17.3,0.05,35,1.45,True,on_time
INV-11797,CL-1046,Photography,53700.0,30,1,24,2,60,63.5,0.833,35,2.24,True,very_late
INV-11798,CL-1047,Copywriting,186500.0,45,0,6,9,49,17.9,0.05,35,1.55,True,on_time
INV-11799,CL-1048,Design,165000.0,45,6,17,6,63,22.9,0.05,35,0.71,True,on_time
INV-11800,CL-1049,Development,393700.0,15,2,23,6,67,19.1,0.05,35,1.12,True,very_late
INV-11801,CL-1000,Design,18000.0,45,3,16,5,74,23.0,0.05,36,0.75,True,late
INV-11802,CL-1001,Development,245900.0,45,5,2,4,28,14.4,0.05,36,2.05,True,on_time
INV-11803,CL-1002,Marketing,73600.0,30,6,8,7,27,17.9,0.05,36,1.31,True,on_time
INV-11804,CL-1003,Consulting,79200.0,30,4,6,6,32,17.1,0.05,36,0.76,True,on_time
INV-11805,CL-1004,Photography,24900.0,15,6,3,5,56,56.0,0.167,36,0.62,True,very_late
INV-11806,CL-1005,Copywriting,40500.0,15,4,2,8,65,23.5,0.05,36,1.01,True,very_late
INV-11807,CL-1006,Design,82700.0,30,3,15,7,52,58.4,0.333,36,0.94,True,late
INV-11808,CL-1007,Development,142700.0,30,2,9,7,3,33.0,0.167,36,1.27,True,late
INV-11809,CL-1008,Marketing,147300.0,15,2,21,2,45,19.9,0.05,36,0.71,True,late
INV-11810,CL-1009,Consulting,97200.0,30,6,17,9,69,14.4,0.05,36,1.52,True,very_late
INV-11811,CL-1010,Photography,39600.0,30,1,4,2,9,48.3,0.9,36,0.62,True,very_late
INV-11812,CL-1011,Copywriting,36000.0,45,1,11,4,86,21.1,0.05,36,0.5,True,very_late
INV-11813,CL-1012,Design,124400.0,30,5,27,11,35,14.4,0.05,36,1.94,True,on_time
INV-11814,CL-1013,Development,17900.0,45,1,28,12,69,67.0,0.9,36,0.75,True,late
INV-11815,CL-1014,Marketing,93200.0,15,6,10,5,44,23.1,0.05,36,0.58,True,late
INV-11816,CL-1015,Consulting,108400.0,30,3,27,10,83,21.6,0.05,36,1.23,True,very_late
INV-11817,CL-1016,Photography,73700.0,45,4,25,3,50,17.1,0.05,36,0.92,True,on_time
INV-11818,CL-1017,Copywriting,27800.0,45,5,7,8,29,22.2,0.05,36,1.16,True,on_time
INV-11819,CL-1018,Design,142100.0,45,6,15,12,59,25.3,0.05,36,0.89,True,on_time
INV-11820,CL-1019,Development,23000.0,15,2,28,4,54,45.1,0.9,36,0.96,True,late
INV-11821,CL-1020,Marketing,242000.0,45,3,7,8,57,25.3,0.05,36,0.84,True,on_time
INV-11822,CL-1021,Consulting,67900.0,15,2,5,10,16,55.5,0.5,36,0.71,True,very_late
INV-11823,CL-1022,Photography,18100.0,45,0,16,11,45,18.8,0.05,36,0.75,True,on_time
INV-11824,CL-1023,Copywriting,96300.0,30,3,22,7,88,16.2,0.05,36,1.09,True,very_late
INV-11825,CL-1024,Design,294600.0,30,4,1,10,4,27.4,0.05,36,1.32,True,on_time
INV-11826,CL-1025,Development,166100.0,15,2,19,11,77,18.7,0.05,36,1.15,True,very_late
INV-11827,CL-1026,Marketing,196300.0,45,6,13,7,26,15.3,0.05,36,1.17,True,on_time
INV-11828,CL-1027,Consulting,16900.0,15,4,13,4,60,46.5,0.833,36,1.06,True,very_late
INV-11829,CL-1028,Photography,240600.0,45,3,21,5,11,25.9,0.05,36,1.0,True,on_time
INV-11830,CL-1029,Copywriting,169200.0,45,4,6,1,88,22.5,0.05,36,1.06,True,very_late
INV-11831,CL-1030,Design,308600.0,15,1,7,2,49,25.3,0.05,36,0.88,True,late
INV-11832,CL-1031,Development,155000.0,15,2,22,9,8,24.2,0.05,36,1.14,True,on_time
INV-11833,CL-1032,Marketing,36400.0,30,4,1,3,41,53.0,0.167,36,1.52,True,on_time
INV-11834,CL-1033,Consulting,452100.0,30,3,6,2,16,27.6,0.05,36,1.29,True,on_time
INV-11835,CL-1034,Photography,137000.0,30,5,3,7,26,19.3,0.05,36,0.95,True,on_time
INV-11836,CL-1035,Copywriting,309700.0,15,2,14,12,85,21.7,0.05,36,1.43,True,very_late
INV-11837,CL-1036,Design,234600.0,45,4,10,10,25,25.6,0.05,36,0.67,True,on_time
INV-11838,CL-1037,Development,140800.0,45,3,9,4,0,22.7,0.05,36,0.98,True,on_time
INV-11839,CL-1038,Marketing,229800.0,30,0,27,7,77,26.1,0.05,36,1.03,True,very_late
INV-11840,CL-1039,Consulting,60700.0,45,2,19,8,58,38.9,0.167,36,1.52,True,on_time
INV-11841,CL-1040,Photography,32400.0,15,5,3,5,82,23.9,0.05,36,0.68,True,very_late
INV-11842,CL-1041,Copywriting,195900.0,30,2,23,12,38,45.7,0.167,36,1.06,True,on_time
INV-11843,CL-1042,Design,158100.0,15,3,8,3,79,34.7,0.167,36,1.24,True,very_late
INV-11844,CL-1043,Development,324600.0,30,3,22,3,89,18.1,0.05,36,2.39,True,very_late
INV-11845,CL-1044,Marketing,250000.0,30,5,2,4,20,46.2,0.167,36,1.56,True,late
INV-11846,CL-1045,Consulting,86800.0,45,4,10,11,8,17.3,0.05,36,1.21,True,on_time
INV-11847,CL-1046,Photography,36800.0,45,1,16,7,70,63.5,0.833,36,1.53,True,very_late
INV-11848,CL-1047,Copywriting,162800.0,30,0,25,2,64,17.9,0.05,36,1.36,True,late
INV-11849,CL-1048,Design,189900.0,30,3,15,3,32,22.9,0.05,36,0.82,True,on_time
INV-11850,CL-1049,Development,485200.0,15,3,1,2,81,19.1,0.05,36,1.39,True,very_late
INV-11851,CL-1000,Design,34800.0,45,3,13,6,51,23.0,0.05,37,1.45,True,on_time
INV-11852,CL-1001,Development,87100.0,30,0,1,5,14,14.4,0.05,37,0.73,True,on_time
INV-11853,CL-1002,Marketing,53300.0,15,2,22,12,59,17.9,0.05,37,0.95,True,very_late
INV-11854,CL-1003,Consulting,86600.0,15,0,18,11,31,17.1,0.05,37,0.83,True,on_time
INV-11855,CL-1004,Photography,46400.0,30,1,16,5,20,56.0,0.167,37,1.16,True,on_time
INV-11856,CL-1005,Copywriting,24200.0,15,4,4,3,37,23.5,0.05,37,0.6,True,late
INV-11857,CL-1006,Design,97100.0,45,3,6,2,85,58.4,0.333,37,1.1,True,very_late
INV-11858,CL-1007,Development,159600.0,45,2,5,8,45,33.0,0.167,37,1.43,True,on_time
INV-11859,CL-1008,Marketing,500000.0,45,0,22,9,27,19.9,0.05,37,2.4,True,on_time
INV-11860,CL-1009,Consulting,60100.0,15,6,21,9,82,14.4,0.05,37,0.94,True,very_late
INV-11861,CL-1010,Photography,90700.0,45,0,13,12,39,48.3,0.9,37,1.42,True,late
INV-11862,CL-1011,Copywriting,40600.0,45,0,2,7,25,21.1,0.05,37,0.56,True,on_time
INV-11863,CL-1012,Design,51500.0,30,1,7,2,2,14.4,0.05,37,0.8,True,on_time
INV-11864,CL-1013,Development,28600.0,15,2,27,4,87,67.0,0.9,37,1.19,True,very_late
INV-11865,CL-1014,Marketing,105100.0,15,0,26,11,21,23.1,0.05,37,0.66,True,on_time
INV-11866,CL-1015,Consulting,118800.0,15,3,17,2,41,21.6,0.05,37,1.35,True,late
INV-11867,CL-1016,Photography,39500.0,45,1,20,4,69,17.1,0.05,37,0.49,True,late
INV-11868,CL-1017,Copywriting,31700.0,30,0,8,4,13,22.2,0.05,37,1.32,True,on_time
INV-11869,CL-1018,Design,136300.0,15,0,13,11,40,25.3,0.05,37,0.85,True,very_late
INV-11870,CL-1019,Development,21100.0,15,3,8,2,84,45.1,0.9,37,0.88,True,very_late
INV-11871,CL-1020,Marketing,224300.0,45,4,12,1,8,25.3,0.05,37,0.78,True,on_time
INV-11872,CL-1021,Consulting,107400.0,30,2,25,10,63,55.5,0.5,37,1.12,True,late
INV-11873,CL-1022,Photography,16900.0,15,5,18,10,21,18.8,0.05,37,0.7,True,on_time
INV-11874,CL-1023,Copywriting,41100.0,15,4,11,11,89,16.2,0.05,37,0.47,True,very_late
INV-11875,CL-1024,Design,369400.0,45,1,11,3,81,27.4,0.05,37,1.65,True,very_late
INV-11876,CL-1025,Development,117300.0,45,2,28,11,61,18.7,0.05,37,0.81,True,on_time
INV-11877,CL-1026,Marketing,260500.0,15,4,19,8,48,15.3,0.05,37,1.55,True,late
INV-11878,CL-1027,Consulting,12600.0,45,1,17,10,90,46.5,0.833,37,0.79,True,very_late
INV-11879,CL-1028,Photography,248800.0,15,0,20,2,39,25.9,0.05,37,1.04,True,late
INV-11880,CL-1029,Copywriting,176300.0,30,6,8,10,10,22.5,0.05,37,1.1,True,on_time
INV-11881,CL-1030,Design,391800.0,30,3,10,4,19,25.3,0.05,37,1.12,True,on_time
INV-11882,CL-1031,Development,102300.0,45,0,8,12,76,24.2,0.05,37,0.75,True,late
INV-11883,CL-1032,Marketing,26000.0,30,5,11,3,35,53.0,0.167,37,1.08,True,on_time
INV-11884,CL-1033,Consulting,248800.0,15,4,26,7,82,27.6,0.05,37,0.71,True,very_late
INV-11885,CL-1034,Photography,181700.0,15,1,28,12,42,19.3,0.05,37,1.26,True,late
INV-11886,CL-1035,Copywriting,306700.0,15,4,2,11,31,21.7,0.05,37,1.42,True,on_time
INV-11887,CL-1036,Design,266200.0,45,5,8,10,48,25.6,0.05,37,0.76,True,on_time
INV-11888,CL-1037,Development,77500.0,15,3,21,1,8,22.7,0.05,37,0.54,True,on_time
INV-11889,CL-1038,Marketing,118000.0,15,1,2,11,18,26.1,0.05,37,0.53,True,on_time
INV-11890,CL-1039,Consulting,19300.0,15,0,6,10,70,38.9,0.167,37,0.48,True,very_late
INV-11891,CL-1040,Photography,45500.0,15,1,17,2,54,23.9,0.05,37,0.95,True,very_late
INV-11892,CL-1041,Copywriting,127700.0,30,1,24,4,31,45.7,0.167,37,0.69,True,on_time
INV-11893,CL-1042,Design,150600.0,45,1,10,5,73,34.7,0.167,37,1.18,True,late
INV-11894,CL-1043,Development,151900.0,45,1,9,8,10,18.1,0.05,37,1.12,True,on_time
INV-11895,CL-1044,Marketing,170500.0,30,3,13,3,60,46.2,0.167,37,1.07,True,late
INV-11896,CL-1045,Consulting,88400.0,45,4,24,7,19,17.3,0.05,37,1.23,True,on_time
INV-11897,CL-1046,Photography,26300.0,30,0,25,7,54,63.5,0.833,37,1.1,True,late
INV-11898,CL-1047,Copywriting,120300.0,30,4,18,3,70,17.9,0.05,37,1.0,True,very_late
INV-11899,CL-1048,Design,219000.0,30,3,15,5,58,22.9,0.05,37,0.94,True,late
INV-11900,CL-1049,Development,247200.0,45,4,16,2,42,19.1,0.05,37,0.71,True,on_time
INV-11901,CL-1000,Design,14800.0,30,1,5,4,0,23.0,0.05,38,0.62,True,very_late
INV-11902,CL-1001,Development,78400.0,45,5,24,6,62,14.4,0.05,38,0.65,True,on_time
INV-11903,CL-1002,Marketing,41000.0,30,3,24,6,49,17.9,0.05,38,0.73,True,on_time
INV-11904,CL-1003,Consulting,105300.0,45,4,3,7,4,17.1,0.05,38,1.01,True,on_time
